sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
22.904,23.803,10.984,4.390,4.911,12.044,20.937,13.652,9.933,7.663
12.030,6.925,19.188,6.195,1.043,21.873,14.301,2.062,24.961,17.990
16.444,4.956,8.009,10.619,31.831,26.283,17.327,9.585,14.031,0.686
21.905,4.751,9.920,1.420,0.464,0.291,0.821,20.421,13.884,18.617
2.216,4.340,1.035,20.514,21.919,6.914,4.494,15.207,2.827,31.788
0.866,25.963,0.124,12.321,17.276,0.397,0.148,10.799,0.005,7.545
4.795,2.051,17.873,3.308,29.117,1.668,25.783,26.806,1.521,6.014
11.154,16.387,4.582,13.471,10.076,20.165,2.808,6.023,0.356,6.114
37.829,7.959,13.743,8.920,23.629,3.852,15.626,15.239,23.480,19.549
13.490,13.915,16.787,36.917,15.047,21.975,6.731,11.888,2.564,21.143
17.688,2.354,27.853,23.255,5.681,5.625,6.712,35.187,29.429,5.116
0.925,4.429,43.164,2.466,27.895,4.737,15.971,38.407,40.159,37.891
1.510,0.773,12.997,15.723,28.378,1.276,12.729,10.428,34.693,1.609
14.359,5.641,15.904,31.531,7.169,8.378,12.346,14.073,1.318,16.320
0.633,3.492,17.414,36.295,21.282,4.004,4.785,10.300,7.886,41.420
30.608,7.425,3.595,17.255,9.344,17.213,3.405,17.426,40.077,1.065
30.038,17.948,16.627,31.557,23.540,21.326,17.585,0.875,8.269,11.622
6.690,25.123,22.208,8.162,25.460,15.152,10.537,1.740,4.326,3.621
13.455,13.908,0.499,26.281,26.006,29.754,39.766,2.129,4.922,5.649
1.421,8.949,0.496,4.353,9.693,10.385,6.197,28.548,25.972,4.685
4.593,41.441,6.796,6.539,10.068,11.116,0.227,13.742,6.609,1.056
14.428,6.108,31.763,0.423,10.612,5.281,4.241,25.125,3.846,11.540
10.406,5.022,25.105,11.729,2.535,2.303,3.621,1.430,1.338,10.258
10.282,48.389,14.252,8.162,7.929,17.287,1.913,23.452,14.264,10.794
24.130,34.629,18.606,23.563,8.438,3.723,24.811,23.505,23.959,21.106
32.935,3.041,26.951,10.754,9.641,10.711,4.098,26.208,0.937,17.526
27.221,37.131,9.121,0.810,15.367,1.592,14.801,10.049,0.990,14.147
6.076,7.972,18.353,37.098,20.136,11.598,4.716,32.293,2.588,2.830
39.933,4.377,2.751,11.911,5.950,7.918,7.672,21.710,24.133,7.472
11.754,10.736,0.023,0.507,32.459,15.901,8.626,1.470,0.549,31.227
1.174,26.102,1.500,45.379,20.079,41.369,2.284,7.481,38.912,7.264
24.604,10.535,11.513,2.677,37.861,13.949,4.640,26.375,1.604,26.194
45.033,20.494,39.192,8.204,8.047,22.400,37.652,0.135,7.107,1.151
8.430,13.299,6.784,20.839,3.885,5.882,12.017,6.626,5.313,13.174
4.988,10.769,38.403,4.516,21.266,36.766,5.071,3.677,11.101,1.949
9.594,14.814,8.719,39.561,7.559,0.175,10.295,0.292,5.799,1.673
20.649,31.924,2.008,12.143,9.358,1.363,3.339,11.765,21.707,7.112
7.543,1.366,7.750,15.415,20.246,9.592,0.223,3.990,1.009,15.174
18.357,10.823,35.717,41.495,17.176,0.313,3.419,41.750,8.327,4.141
1.367,7.021,1.978,16.607,8.722,6.902,12.540,8.828,14.646,5.888
0.248,16.956,14.958,5.487,7.368,11.980,5.132,0.966,0.309,12.666
6.968,28.763,0.016,15.206,0.673,39.093,25.885,0.428,16.506,0.095
2.985,0.635,2.386,35.201,24.959,35.423,11.789,0.189,30.563,10.116
6.703,21.500,6.484,15.303,12.974,2.396,0.315,3.620,13.771,2.180
6.518,42.124,3.778,10.415,21.136,16.403,3.344,0.488,9.887,24.866
1.009,8.468,4.354,34.435,3.065,1.844,2.926,25.324,9.640,10.200
1.716,9.959,10.662,32.851,5.492,1.627,25.187,28.703,0.360,15.627
8.005,16.803,6.338,1.482,20.548,0.157,40.080,13.003,4.147,13.352
0.116,0.111,30.234,22.883,16.914,3.364,16.554,17.421,32.315,22.729
10.195,25.701,21.994,28.391,9.976,3.775,0.986,4.927,7.106,12.303
9.100,9.776,12.928,15.095,2.271,6.060,22.231,30.942,9.971,5.339
1.887,5.487,3.526,1.405,2.474,3.666,18.275,0.963,7.153,15.576
10.661,2.963,21.628,7.778,19.563,0.815,29.123,18.971,14.023,2.799
18.247,5.319,4.729,21.451,4.802,26.969,9.773,3.722,2.553,30.936
6.136,4.578,20.951,2.446,17.934,30.652,4.942,0.648,2.855,26.215
41.333,6.790,24.259,9.411,29.148,1.757,6.349,10.542,2.794,39.685
25.002,16.754,3.839,16.706,16.886,5.016,21.858,1.014,4.779,8.399
18.480,9.721,20.921,26.940,31.890,4.515,42.400,3.999,48.318,29.957
14.660,0.138,9.540,0.261,12.056,24.017,3.071,22.411,1.426,4.207
6.390,0.580,3.833,4.082,0.642,6.589,16.787,4.366,14.153,2.892
6.583,1.071,23.609,5.287,16.725,1.222,8.961,3.470,0.173,7.937
8.881,0.429,21.030,11.953,17.905,1.717,11.542,23.690,22.574,8.356
2.848,8.707,9.299,1.747,5.497,7.453,5.147,29.322,0.811,26.876
39.176,23.015,2.974,4.492,20.280,0.780,5.342,0.660,19.273,25.265
2.284,8.045,7.683,1.350,11.040,11.150,19.293,4.176,0.574,0.903
8.034,1.865,41.205,12.100,1.231,9.821,4.845,4.756,0.733,0.026
23.050,1.019,0.845,11.600,29.064,32.195,3.665,18.545,2.536,2.627
19.545,4.083,0.495,5.621,4.692,19.512,9.477,10.318,10.726,7.396
6.610,32.494,13.517,1.926,21.081,5.348,3.214,8.509,0.010,3.644
3.503,7.331,39.785,9.784,37.714,9.912,5.022,0.421,5.305,4.037
8.940,2.472,22.717,3.578,1.790,3.653,7.285,6.081,13.179,7.793
17.518,24.485,3.237,21.362,9.066,1.466,23.399,2.790,12.186,4.215
5.948,11.873,16.554,7.665,39.734,39.487,8.959,1.110,4.661,8.945
20.475,8.431,0.196,8.648,11.617,3.094,24.738,37.385,7.269,5.425
25.942,1.002,37.696,0.374,8.106,1.058,3.765,13.039,1.381,23.670
34.440,14.706,4.301,6.196,7.299,7.157,44.982,18.268,30.206,16.172
12.813,4.198,25.629,4.165,19.244,44.802,8.745,20.348,39.249,11.415
10.706,4.030,5.090,39.085,12.065,0.612,9.728,23.779,7.604,1.293
22.421,9.236,7.198,42.612,0.303,12.979,27.063,26.123,8.440,39.825
14.916,0.453,35.628,2.138,0.931,19.174,5.196,4.455,4.521,19.377
1.887,15.904,7.864,4.066,38.281,14.141,22.433,0.218,4.593,0.470
8.080,15.256,15.394,7.308,31.828,1.741,4.970,37.316,15.956,1.275
2.762,7.385,0.033,17.890,30.852,24.739,12.824,9.318,3.662,13.927
7.986,1.019,0.924,13.158,19.524,1.787,13.109,28.202,4.636,22.522
3.713,5.152,7.366,9.253,6.494,21.865,9.391,0.740,8.791,42.884
34.312,2.504,17.835,2.780,3.855,7.162,14.929,6.160,5.665,12.769
2.558,0.110,19.712,0.655,19.865,26.076,6.834,24.270,12.416,21.216
35.189,11.287,0.806,8.095,19.656,14.730,16.293,10.057,0.436,4.922
22.808,18.729,37.419,24.943,23.222,23.633,1.260,4.012,8.272,18.719
5.441,8.008,11.377,26.694,7.690,36.837,3.558,3.022,10.202,15.017
9.136,7.714,28.420,16.254,0.036,27.667,15.920,14.778,36.758,3.153
14.969,0.434,11.595,8.849,2.659,7.296,45.854,0.821,17.813,6.704
4.401,13.926,25.908,39.639,29.494,16.664,13.064,21.508,9.572,1.763
17.676,26.994,4.748,2.042,1.630,1.455,8.083,9.526,0.375,2.216
31.969,17.231,6.368,2.159,6.657,19.843,18.495,2.519,8.122,3.872
0.592,1.905,5.681,21.971,3.041,8.166,10.751,0.566,2.548,13.095
7.042,3.330,13.219,6.992,4.603,8.375,13.995,8.604,33.000,19.970
15.049,26.910,11.181,0.846,3.110,17.838,12.378,1.358,38.325,33.886
2.955,4.129,19.882,10.340,14.896,14.843,4.659,1.428,16.343,1.628
4.104,24.455,18.948,14.795,7.232,10.989,7.152,6.992,26.850,3.073
34.127,2.555,1.224,12.010,10.319,2.543,7.893,13.902,10.914,9.536
34.006,2.960,0.496,4.142,1.204,30.873,24.172,27.390,11.912,0.556
4.693,5.628,32.604,9.232,6.915,33.541,1.382,17.736,7.920,3.144
6.734,19.696,0.373,16.621,2.051,10.999,7.951,14.315,4.135,29.647
35.571,29.673,3.202,7.379,15.859,31.278,14.078,5.241,33.954,0.973
0.960,23.371,4.045,2.120,0.594,12.649,17.814,1.875,1.325,11.351
2.329,8.234,5.417,32.688,12.020,3.286,0.868,10.180,0.155,25.315
45.988,3.659,11.037,3.484,15.436,3.659,1.338,24.398,12.113,8.048
10.859,2.868,18.827,2.425,18.239,8.622,5.996,33.635,0.643,6.809
19.707,0.873,12.096,23.343,5.710,20.091,2.709,1.242,8.758,3.628
12.355,31.361,0.697,21.313,13.680,39.776,2.941,11.262,20.335,32.620
23.982,23.059,4.044,0.526,9.952,4.778,11.609,4.778,23.478,2.700
6.739,34.684,12.482,10.972,26.864,43.148,19.707,19.500,13.391,10.387
4.211,20.321,2.208,5.658,21.103,28.532,6.366,3.518,7.910,0.971
9.004,3.219,0.431,25.918,8.951,2.046,32.693,2.920,17.573,2.557
28.368,20.170,1.619,12.469,19.564,12.859,39.654,1.780,2.418,13.008
22.532,3.190,23.424,11.311,11.126,3.923,0.288,47.922,1.172,10.474
37.672,19.593,30.440,8.234,23.620,30.801,20.639,1.461,28.629,11.171
5.506,18.692,5.276,2.719,17.573,16.048,8.915,15.249,10.932,11.969
27.174,9.982,6.716,5.979,6.593,25.540,20.861,20.258,9.852,17.951
15.414,11.151,23.393,12.628,11.921,1.930,37.231,3.963,6.603,0.248
8.937,22.223,16.545,25.191,1.057,23.000,12.206,18.637,3.301,2.046
10.366,26.141,0.500,0.042,17.212,46.200,2.621,1.337,4.180,10.049
0.182,5.188,3.933,3.501,18.224,18.781,0.634,1.655,9.930,4.745
18.518,13.166,3.588,6.000,1.974,12.105,23.174,5.488,2.022,13.962
9.039,6.338,2.490,0.292,29.636,13.066,6.560,7.760,4.316,4.119
28.087,45.593,0.662,30.051,13.209,2.045,16.136,4.866,30.015,13.971
28.691,1.230,10.173,0.302,9.134,7.774,7.753,22.116,22.420,6.947
11.362,1.749,15.227,6.744,0.042,20.966,0.574,9.352,31.427,31.077
0.644,2.162,22.213,14.553,5.546,0.991,25.985,3.763,18.494,4.809
1.532,2.391,8.982,3.030,6.718,12.967,1.687,12.350,21.446,23.872
0.708,5.441,31.178,3.382,9.463,5.066,26.030,6.368,20.969,5.908
7.745,0.315,18.128,1.559,2.643,32.392,2.202,6.180,17.352,1.800
31.665,18.742,15.775,2.335,0.879,1.192,17.962,18.525,0.620,13.536
3.400,9.053,15.835,3.745,20.633,0.224,22.743,13.290,0.401,25.645
0.062,25.553,19.342,0.765,12.630,5.531,7.013,7.789,0.199,4.060
6.362,22.243,11.234,10.370,1.140,1.946,3.230,24.123,3.399,10.784
6.297,13.422,16.858,1.566,6.844,1.484,3.620,21.640,0.637,2.766
7.875,9.462,6.627,6.215,23.974,2.174,0.814,32.891,23.560,43.334
1.870,26.287,3.911,16.280,2.012,1.364,24.687,3.695,17.352,11.810
18.148,14.397,4.329,2.402,20.977,15.567,0.528,3.015,1.053,2.421
42.738,28.085,12.959,1.326,3.687,2.182,20.690,2.032,0.710,0.991
21.503,8.477,5.706,6.739,13.336,3.639,19.642,32.611,9.329,47.308
19.310,36.299,8.980,3.604,6.466,3.052,7.388,17.351,0.446,6.322
16.831,25.931,9.726,19.929,5.390,11.856,19.378,16.635,1.829,23.026
15.896,28.878,0.124,12.912,1.484,13.066,31.668,3.431,7.409,6.612
38.029,24.283,4.452,3.113,4.454,30.873,2.426,42.860,20.067,38.936
16.780,5.413,3.865,25.948,14.589,1.579,22.106,13.688,15.259,34.879
0.090,4.593,2.495,0.750,10.566,24.181,31.223,0.555,9.093,11.262
25.538,15.507,8.078,8.279,0.952,27.847,11.286,12.931,15.478,8.780
0.371,12.382,1.096,13.787,3.390,12.564,19.953,4.230,2.632,6.563
1.039,22.086,3.454,1.763,7.329,2.910,16.738,9.242,25.509,31.895
20.567,13.592,9.667,3.198,9.622,29.465,7.623,3.282,31.695,24.295
0.499,21.495,0.124,16.293,15.453,28.215,0.827,4.514,4.344,26.753
23.184,10.773,4.807,5.777,1.624,1.919,17.774,19.987,4.202,8.071
36.818,2.374,8.605,16.822,2.044,13.144,17.385,11.513,4.135,12.457
24.822,25.667,0.972,0.917,36.687,18.814,18.130,39.816,1.293,6.859
6.822,1.077,11.587,5.167,8.633,14.756,9.698,29.132,14.334,2.089
22.232,3.108,28.590,23.201,25.687,3.452,3.782,0.006,0.622,0.256
8.177,10.883,30.323,15.105,26.681,20.269,19.920,33.873,4.301,42.764
1.817,20.315,1.511,5.516,1.387,10.411,5.982,11.479,18.544,48.923
18.232,23.703,5.480,33.219,15.694,19.156,19.132,1.451,1.977,15.202
8.796,27.381,10.355,14.913,11.381,35.323,10.160,32.372,5.032,9.434
9.770,0.706,10.378,12.731,11.823,18.312,6.346,19.647,28.982,0.055
36.920,5.714,28.390,8.477,11.515,4.562,11.811,15.101,2.795,41.081
27.159,40.454,14.890,8.569,2.172,18.341,32.278,9.550,8.714,44.308
1.017,6.133,2.185,9.675,12.418,45.582,1.695,1.310,28.959,1.704
2.337,7.285,8.913,3.548,0.485,6.086,0.570,3.379,9.807,15.901
8.673,15.457,8.304,22.834,18.832,0.572,11.107,1.088,24.240,20.006
21.198,1.140,4.947,13.924,3.726,6.582,15.328,34.601,5.644,1.651
3.085,1.939,20.367,27.691,0.261,13.528,14.756,1.780,1.639,8.238
16.706,16.420,17.438,14.635,15.016,9.991,15.022,12.089,4.951,1.869
13.388,1.741,0.307,3.750,20.865,8.437,5.460,2.824,0.043,1.739
38.843,1.424,0.380,13.574,5.657,3.773,0.153,2.256,17.291,12.243
2.294,2.343,17.895,40.561,29.036,6.029,19.676,1.241,13.144,2.726
0.436,0.802,5.539,24.958,19.863,5.917,18.799,1.483,10.926,2.629
9.355,3.875,2.414,5.978,1.279,5.824,6.105,17.270,3.168,4.665
10.851,7.725,0.900,2.091,0.581,5.283,6.691,12.863,2.845,2.499
17.641,27.967,17.261,7.977,19.724,15.500,4.846,8.891,27.549,11.708
7.395,8.688,4.448,1.171,9.622,35.613,5.435,4.105,3.663,14.240
7.591,10.235,11.895,6.823,15.439,0.278,12.205,16.000,5.911,9.617
12.899,49.935,13.895,1.429,20.538,0.211,11.273,15.509,2.890,16.719
0.046,38.412,8.341,18.276,46.609,25.786,37.235,22.444,22.565,6.893
18.421,0.598,9.637,0.735,13.924,1.199,29.901,0.647,21.449,1.957
17.876,12.197,16.802,6.181,7.663,1.091,27.531,0.869,2.834,8.765
13.702,5.827,4.084,8.564,19.922,10.356,1.837,38.154,4.857,23.256
31.483,6.069,8.970,0.503,29.040,3.303,30.170,2.312,2.029,4.754
27.360,0.118,18.421,15.601,29.300,2.941,17.659,18.499,19.523,1.403
6.323,16.117,15.641,11.121,3.682,5.553,0.534,16.279,41.662,2.802
8.209,20.385,6.253,15.240,7.892,3.940,10.480,6.074,0.607,7.824
9.956,13.059,0.489,6.662,9.914,28.162,16.380,5.904,9.448,0.080
4.753,16.543,7.945,3.062,0.862,5.665,1.622,12.754,15.764,3.336
0.028,12.304,10.559,28.521,46.800,42.380,14.332,24.302,0.180,11.784
6.136,15.616,6.777,0.623,27.599,1.462,11.874,19.034,8.717,37.866
2.756,0.983,5.137,11.381,17.861,13.329,13.868,8.995,43.838,1.258
35.677,3.281,8.107,0.469,10.555,16.526,10.615,20.920,10.296,11.889
8.316,11.563,10.755,13.838,14.438,0.174,0.490,3.633,15.757,4.157
1.422,1.174,4.290,11.809,2.576,14.627,2.533,10.564,0.030,2.951
1.278,7.140,2.390,13.071,14.927,0.216,7.637,16.205,5.444,15.742
1.064,5.088,3.098,15.941,4.760,12.803,2.245,3.833,28.716,8.811
10.074,33.815,20.872,20.664,0.088,2.385,1.462,6.960,4.001,11.541
4.678,19.630,21.894,37.430,2.294,3.637,12.273,5.694,2.252,27.194
2.034,1.194,18.696,0.060,1.541,0.240,21.070,33.080,5.288,3.480
19.550,11.259,34.025,25.597,6.419,0.055,39.153,17.217,10.335,8.626
44.145,6.734,22.366,0.779,27.428,12.865,12.868,3.983,3.825,6.187
15.217,1.446,42.013,8.569,5.720,23.914,7.936,12.682,0.683,24.958
21.548,7.590,0.025,2.108,26.504,3.798,3.610,40.151,7.958,5.424
15.961,13.217,23.459,19.921,11.042,14.627,27.691,3.690,17.672,9.086
10.717,0.900,35.880,33.002,14.715,5.526,0.190,8.539,1.323,16.597
12.051,2.670,1.098,44.525,0.625,36.228,17.665,23.964,3.564,18.590
9.519,0.906,2.968,33.241,11.085,31.375,30.067,41.675,4.019,1.178
0.028,2.694,3.847,8.705,11.170,26.185,1.817,21.311,26.741,18.218
25.345,11.613,15.194,12.850,13.140,20.595,5.981,3.777,34.974,37.924
6.325,1.100,4.688,21.485,14.011,3.942,12.412,11.323,8.272,5.911
0.436,36.253,10.854,32.758,4.205,5.008,3.168,6.303,13.835,5.801
11.297,28.462,2.458,16.557,7.756,2.572,2.820,9.675,1.606,32.615
15.144,20.371,5.658,4.228,28.815,1.011,1.265,13.943,3.795,3.220
6.934,6.596,9.567,16.029,17.286,0.849,22.223,13.431,5.189,6.085
27.156,3.826,8.765,10.735,20.037,33.559,19.043,3.888,6.597,11.876
27.700,37.971,32.642,9.850,2.291,9.956,3.975,43.188,14.952,1.168
26.711,2.208,9.203,0.485,10.207,28.710,5.534,10.698,44.776,0.592
7.075,33.952,25.497,10.785,4.260,15.785,13.068,28.674,9.586,0.271
9.996,18.544,10.525,1.673,23.395,7.378,4.264,25.037,15.767,1.700
0.653,1.667,11.798,8.057,2.296,8.429,12.734,12.629,0.349,4.977
20.193,31.978,17.801,22.236,31.264,2.570,13.209,10.564,4.959,25.252
13.625,41.821,7.526,22.422,17.972,31.003,10.201,21.822,6.686,24.668
31.097,44.260,5.204,26.327,0.870,3.951,13.516,20.896,4.972,5.640
3.982,6.290,5.017,9.562,1.866,40.378,8.502,0.481,6.632,0.667
5.120,8.417,11.440,5.495,18.408,22.914,23.733,12.195,22.053,8.417
17.768,20.600,3.773,1.248,28.180,4.243,1.711,13.463,0.475,30.186
1.466,10.786,10.465,12.302,0.639,0.689,0.822,19.811,2.751,2.127
11.031,5.475,15.514,3.985,14.734,19.771,17.077,9.641,20.691,27.960
2.671,10.467,3.407,0.552,5.312,39.218,32.885,6.605,0.245,0.810
2.661,35.597,5.985,0.978,7.234,17.810,10.076,38.192,2.722,10.507
3.422,13.753,15.235,24.456,8.802,15.491,25.598,2.323,28.063,3.011
0.450,3.377,14.736,23.248,8.780,16.365,10.298,3.404,3.861,0.291
1.031,0.423,30.082,15.853,5.300,19.676,0.408,0.322,0.488,30.126
28.095,14.544,26.037,16.089,4.631,3.341,22.198,7.566,10.119,9.204
3.883,31.369,8.755,29.076,26.890,15.094,10.389,6.529,3.643,2.454
19.443,12.376,0.483,25.090,3.703,5.290,0.350,41.823,24.347,8.509
3.845,7.687,6.085,16.187,19.428,19.074,33.389,13.574,11.818,21.074
7.688,22.135,6.525,1.043,11.115,23.995,7.526,4.387,14.985,11.199
34.237,0.329,1.008,15.794,1.268,6.887,26.537,28.295,11.626,5.237
8.390,30.087,9.911,0.921,38.645,9.375,46.973,6.055,43.283,23.072
22.407,2.418,39.819,5.883,11.016,5.893,7.200,5.533,3.550,0.481
3.390,11.654,2.833,21.361,0.876,11.555,4.994,32.665,32.880,4.241
28.840,10.799,37.467,13.946,12.911,11.943,29.925,19.392,2.952,0.641
34.372,38.324,4.188,33.871,5.965,0.746,1.703,0.298,2.012,5.881
20.839,5.069,4.195,0.096,15.814,14.130,40.356,11.072,8.367,0.791
15.150,44.469,0.939,3.524,11.795,0.355,0.825,33.749,4.422,4.425
8.630,18.491,13.958,9.906,2.470,9.171,0.351,0.379,0.406,16.381
21.555,17.713,11.198,20.816,1.923,0.675,3.678,6.518,10.271,6.037
6.220,2.863,3.453,8.682,27.459,28.507,44.054,5.054,24.683,7.554
9.318,3.284,2.025,2.553,8.929,41.046,4.091,7.083,7.617,31.981
9.571,15.237,9.864,11.132,13.878,1.207,5.419,16.704,29.808,11.391
9.595,5.590,3.945,11.418,14.311,15.764,5.980,4.115,2.496,1.074
2.092,25.455,11.465,1.095,13.226,1.941,6.576,17.994,46.961,27.110
10.277,27.081,16.014,10.283,10.228,30.194,14.408,7.102,4.018,45.681
1.035,0.360,21.917,4.014,27.620,1.697,5.613,10.226,3.371,38.849
4.838,0.206,6.049,7.645,1.495,21.584,1.906,1.086,0.782,12.926
3.906,1.728,9.330,21.721,9.959,0.238,0.698,4.718,26.097,12.948
5.889,13.255,10.207,3.624,21.096,14.053,28.308,10.117,10.399,0.397
28.389,19.098,1.931,4.646,18.759,18.671,20.176,9.648,1.066,3.038
2.063,9.384,9.989,23.612,2.103,19.064,0.374,42.523,38.651,2.318
0.356,10.047,4.988,11.810,16.795,10.524,14.583,7.180,19.691,7.545
6.099,20.174,11.567,8.114,7.089,11.190,11.578,0.293,11.406,6.190
14.630,12.582,0.766,7.116,1.513,10.663,8.010,6.830,3.349,6.566
3.970,1.627,28.584,40.099,3.407,45.626,10.341,4.480,17.639,1.427
1.929,8.215,0.516,6.525,0.281,10.939,7.633,18.240,15.795,11.046
1.085,25.546,1.311,12.833,8.909,7.379,0.268,20.045,9.189,8.783
20.762,16.063,21.925,8.236,4.615,14.073,10.425,27.336,13.961,34.046
16.919,11.486,11.458,5.653,7.630,23.096,1.701,23.510,9.251,22.955
2.378,33.016,17.715,46.493,12.527,0.245,1.825,5.073,28.343,8.450
25.205,6.334,2.972,0.316,2.239,13.384,0.842,43.272,34.681,14.828
34.092,0.673,5.800,2.370,6.880,27.121,3.851,1.679,22.284,0.075
5.884,14.597,0.885,13.282,0.791,0.494,5.378,23.821,14.374,2.136
43.257,0.775,21.430,39.662,0.756,2.609,2.425,3.071,9.843,2.378
30.061,4.969,8.126,3.112,10.288,7.939,24.866,1.704,14.663,25.949
5.354,0.276,1.322,14.383,24.527,4.677,9.582,14.784,0.601,9.342
0.635,1.933,22.660,14.033,0.507,22.539,3.194,18.499,28.888,14.892
10.254,19.635,3.736,3.034,3.354,22.532,10.283,6.277,7.796,28.287
45.132,8.105,1.122,0.794,9.373,4.524,0.912,17.680,0.475,27.025
9.856,20.908,6.104,0.587,21.358,29.021,15.136,20.340,46.577,1.588
1.702,36.183,31.573,14.490,1.696,2.771,0.441,14.347,7.643,25.411
3.689,19.812,11.392,42.953,40.839,10.826,0.004,11.007,6.523,5.203
44.632,18.845,40.159,29.729,16.096,6.561,9.296,6.900,34.649,33.148
45.707,6.117,3.446,1.653,40.325,1.081,47.842,1.803,3.310,14.594
29.426,26.746,4.202,2.070,6.282,4.571,7.616,34.046,4.841,0.333
4.682,0.575,6.250,1.048,32.703,39.112,2.171,3.220,26.309,26.328
16.494,17.394,5.206,19.167,23.256,30.135,11.550,1.849,1.881,1.815
2.631,18.249,14.549,24.538,34.489,25.332,20.828,12.184,10.718,27.626
0.069,9.255,7.108,4.805,29.942,0.346,7.232,10.515,16.942,4.220
13.622,18.599,2.731,25.105,16.356,2.231,0.519,9.834,17.241,2.166
14.494,3.163,10.230,6.209,12.893,12.532,9.021,4.543,12.152,34.294
42.831,0.174,10.367,5.743,38.616,0.804,7.995,20.764,33.022,13.576
24.719,8.680,2.077,5.992,12.721,1.171,23.171,14.640,24.102,20.412
18.938,12.276,1.246,12.379,3.761,4.322,0.776,6.722,26.589,32.641
6.781,12.961,14.207,2.487,31.222,2.092,7.460,13.768,3.696,9.109
3.434,0.033,0.943,2.703,1.402,11.064,2.846,3.731,7.678,0.437
8.239,3.753,0.227,9.988,10.620,18.424,6.282,19.726,1.967,0.055
13.656,3.750,27.609,15.578,0.547,0.237,6.216,2.054,1.730,2.019
7.344,31.450,0.012,9.357,33.544,2.084,2.494,28.024,22.033,0.848
3.257,1.554,0.115,3.868,1.183,29.201,1.396,13.231,21.501,21.921
14.959,2.712,6.854,10.915,9.897,32.815,33.099,6.101,6.726,12.646
33.391,0.989,1.164,34.397,1.465,10.064,17.443,0.982,8.632,3.298
0.835,1.869,13.014,10.080,17.224,0.168,1.227,16.580,19.442,24.290
0.698,9.233,8.117,1.475,0.745,15.477,2.704,5.183,23.616,25.244
8.935,1.886,44.760,31.578,17.936,1.661,22.894,7.003,25.129,9.058
11.204,22.647,29.646,2.459,5.150,17.702,22.730,31.307,6.575,10.799
22.555,11.924,12.049,40.524,11.631,8.546,29.215,23.128,5.118,8.465
1.924,41.545,10.165,0.057,13.769,21.104,5.882,0.900,0.525,15.939
0.996,2.515,15.626,32.733,17.624,23.400,4.886,19.961,14.925,34.225
1.742,19.856,16.032,0.438,12.746,4.663,13.675,12.406,20.962,5.249
17.587,38.136,10.589,40.932,9.183,1.910,11.708,13.896,7.219,3.325
23.148,20.680,23.972,31.155,0.958,9.926,3.797,1.749,2.474,1.406
3.746,36.832,7.515,5.162,14.375,3.588,11.023,7.086,42.098,5.314
25.366,24.712,3.800,29.514,11.988,40.762,42.619,10.971,21.742,11.200
10.626,22.366,35.043,3.359,0.350,5.021,4.672,0.179,13.503,20.777
0.026,14.526,32.258,15.085,18.206,2.385,12.057,7.934,0.883,1.966
14.119,20.746,14.621,28.109,12.403,36.975,16.146,41.087,0.644,12.915
6.201,10.438,5.171,2.795,21.417,0.237,2.300,6.976,0.766,13.833
11.511,0.144,38.042,2.019,8.750,11.503,17.175,16.616,2.797,2.783
0.373,6.644,17.871,4.311,12.272,42.862,2.051,20.677,13.751,16.665
13.656,4.674,25.847,24.838,19.419,17.508,0.773,0.472,2.500,14.441
6.524,0.061,21.537,4.708,8.205,0.062,5.611,0.110,5.908,7.257
23.733,30.501,6.886,4.235,15.140,0.949,24.400,6.154,37.682,20.268
25.478,25.725,2.121,3.266,25.587,9.751,0.643,2.586,14.060,0.478
15.015,4.616,31.387,20.245,0.245,11.709,15.958,6.533,3.949,10.617
30.036,14.363,0.776,2.972,8.292,8.194,20.689,7.825,6.730,10.351
3.972,7.178,13.785,13.027,3.236,14.017,4.474,13.645,0.919,14.847
1.607,0.315,13.361,8.258,3.369,1.477,28.513,31.393,10.381,16.567
48.171,3.690,21.263,0.209,5.720,6.834,0.492,27.538,13.820,24.019
45.150,12.593,25.818,7.797,25.171,4.037,16.998,3.184,36.291,12.380
31.005,3.325,1.951,15.126,3.921,3.545,25.965,6.346,6.591,28.287
6.649,19.944,31.690,3.578,24.879,0.650,19.206,3.900,30.814,4.088
10.394,7.288,0.061,4.775,1.945,40.437,0.634,8.591,16.623,28.868
9.622,0.536,36.437,7.659,18.955,2.641,12.071,0.659,28.579,2.369
37.440,2.827,6.841,0.472,17.387,24.060,6.408,4.914,4.220,37.043
3.985,7.104,4.573,12.110,2.715,28.401,15.363,3.215,9.722,3.013
6.514,11.195,8.866,0.797,2.655,6.551,9.530,0.101,7.956,32.557
15.264,12.217,14.284,8.575,5.527,4.693,28.416,1.559,5.534,0.820
3.281,9.796,29.143,4.225,4.785,1.948,6.564,12.809,10.085,1.512
2.969,37.617,30.761,32.313,6.979,23.028,13.547,2.586,0.433,5.767
2.401,22.123,0.704,0.063,9.080,4.831,18.196,0.141,39.809,19.103
12.202,1.687,0.608,1.826,12.372,7.825,6.428,28.109,47.984,15.543
8.927,5.131,17.229,17.122,6.346,40.242,25.831,1.616,0.399,18.931
17.834,6.033,3.330,2.513,24.659,42.264,5.484,16.245,35.889,10.911
